client_id,nb_transactions,ca_client,panier_moyen_client,panier_median_client,montant_min_client,montant_max_client,date_premier_achat,date_dernier_achat,nb_avis,note_moyenne_client,quartile_valeur,segment_valeur
3999,19,1871.0,98.47368421052632,90.0,17.0,173.0,2022-10-15,2023-09-15,17,2.870588235294118,2,2. Regulier
4043,15,1899.0,126.6,148.0,13.0,192.0,2022-10-06,2023-09-17,15,2.9,2,2. Regulier
4118,19,1899.0,99.94736842105263,111.0,17.0,173.0,2022-10-14,2023-09-14,17,3.0882352941176476,2,2. Regulier
4029,22,1912.0,86.9090909090909,68.5,13.0,183.0,2022-10-04,2023-10-01,20,2.76,2,2. Regulier
3965,18,1918.0,106.55555555555556,112.0,23.0,200.0,2022-10-03,2023-09-28,15,2.5533333333333337,3,3. Fidele
3990,19,1925.0,101.3157894736842,97.0,20.0,187.0,2022-10-07,2023-09-11,16,3.21875,3,3. Fidele
4092,15,1940.0,129.33333333333334,148.0,13.0,200.0,2022-10-02,2023-09-06,14,2.792857142857143,3,3. Fidele
4023,17,1951.0,114.76470588235294,132.0,23.0,194.0,2022-10-27,2023-08-21,17,3.3117647058823527,3,3. Fidele
4106,17,1952.0,114.82352941176471,111.0,33.0,184.0,2022-10-19,2023-09-07,16,3.1312499999999996,3,3. Fidele
4105,22,1958.0,89.0,76.5,12.0,189.0,2022-10-20,2023-09-08,18,2.8555555555555556,3,3. Fidele
3967,19,1963.0,103.3157894736842,100.0,12.0,188.0,2022-10-06,2023-09-26,18,3.4833333333333325,3,3. Fidele
4000,22,1965.0,89.31818181818181,74.5,12.0,190.0,2022-10-26,2023-10-01,17,3.588235294117647,3,3. Fidele
4116,17,1968.0,115.76470588235294,124.0,10.0,192.0,2022-10-10,2023-09-18,16,3.0875000000000004,3,3. Fidele
4088,18,1970.0,109.44444444444444,122.5,14.0,180.0,2022-10-07,2023-09-25,15,3.386666666666667,3,3. Fidele
4056,19,1976.0,104.0,87.0,20.0,198.0,2022-11-19,2023-07-28,15,2.7733333333333334,3,3. Fidele
4117,20,1998.0,99.9,107.0,10.0,193.0,2022-10-07,2023-09-13,19,2.6,3,3. Fidele
4006,21,2012.0,95.80952380952381,71.0,14.0,200.0,2022-10-03,2023-09-28,18,2.8499999999999996,3,3. Fidele
4071,16,2016.0,126.0,143.0,10.0,193.0,2022-10-02,2023-08-23,14,2.75,3,3. Fidele
4121,17,2035.0,119.70588235294117,132.0,11.0,198.0,2022-10-08,2023-07-30,13,3.0538461538461537,3,3. Fidele
3959,19,2047.0,107.73684210526316,119.0,18.0,193.0,2022-11-02,2023-08-14,17,3.0529411764705876,3,3. Fidele
4113,18,2051.0,113.94444444444444,134.5,10.0,200.0,2022-10-11,2023-09-15,16,2.9437500000000005,3,3. Fidele
4049,19,2069.0,108.89473684210526,125.0,28.0,180.0,2022-10-13,2023-09-28,15,2.713333333333333,3,3. Fidele
3985,20,2076.0,103.8,111.0,19.0,175.0,2022-10-05,2023-09-24,19,2.7473684210526317,3,3. Fidele
4120,18,2081.0,115.61111111111111,114.5,14.0,192.0,2022-10-17,2023-09-30,16,2.8875,3,3. Fidele
4107,18,2083.0,115.72222222222223,111.0,19.0,192.0,2022-10-28,2023-07-27,17,2.7117647058823526,3,3. Fidele
4051,21,2093.0,99.66666666666667,105.0,10.0,188.0,2022-10-31,2023-09-24,20,2.675,3,3. Fidele
4008,21,2094.0,99.71428571428571,117.0,10.0,200.0,2022-10-02,2023-08-16,20,3.14,3,3. Fidele
3982,16,2109.0,131.8125,145.5,44.0,198.0,2022-11-22,2023-09-12,12,2.8499999999999996,3,3. Fidele
3989,20,2134.0,106.7,124.5,20.0,198.0,2022-11-06,2023-09-13,18,3.5166666666666666,3,3. Fidele
4052,19,2145.0,112.89473684210526,129.0,14.0,175.0,2022-10-15,2023-09-18,19,2.642105263157895,3,3. Fidele
3994,20,2201.0,110.05,116.0,23.0,200.0,2022-10-18,2023-09-10,19,2.5578947368421048,3,3. Fidele
3988,19,2202.0,115.89473684210526,104.0,11.0,200.0,2022-10-19,2023-09-24,17,2.9823529411764707,3,3. Fidele
4031,17,2219.0,130.52941176470588,153.0,11.0,193.0,2022-10-10,2023-08-25,16,2.55625,3,3. Fidele
4042,20,2221.0,111.05,126.5,19.0,199.0,2022-11-12,2023-09-03,19,3.157894736842105,3,3. Fidele
3992,21,2238.0,106.57142857142857,113.0,21.0,179.0,2022-10-04,2023-09-22,19,3.126315789473684,3,3. Fidele
4084,21,2292.0,109.14285714285714,106.0,17.0,190.0,2022-10-12,2023-08-31,20,2.745,3,3. Fidele
3968,23,2321.0,100.91304347826087,95.0,17.0,194.0,2022-10-05,2023-09-21,20,2.6550000000000002,3,3. Fidele
4033,18,2338.0,129.88888888888889,137.0,32.0,198.0,2022-10-24,2023-08-31,13,3.0461538461538464,3,3. Fidele
3970,21,2341.0,111.47619047619048,117.0,19.0,191.0,2022-12-12,2023-09-21,18,3.0666666666666664,3,3. Fidele
4111,22,2341.0,106.4090909090909,109.5,31.0,190.0,2022-10-06,2023-09-15,22,3.0454545454545454,3,3. Fidele
4077,19,2374.0,124.94736842105263,152.0,18.0,197.0,2022-11-10,2023-09-03,18,3.0666666666666673,3,3. Fidele
4034,21,2524.0,120.19047619047619,119.0,28.0,192.0,2022-10-09,2023-09-07,20,2.4449999999999994,3,3. Fidele
4073,23,2536.0,110.26086956521739,120.0,20.0,198.0,2022-10-07,2023-09-30,23,3.0130434782608693,3,3. Fidele
4082,21,2690.0,128.0952380952381,147.0,10.0,198.0,2022-10-18,2023-09-14,20,3.0699999999999994,3,3. Fidele
4065,24,2857.0,119.04166666666667,138.0,11.0,199.0,2022-10-09,2023-09-25,21,2.619047619047619,3,3. Fidele
4078,28,3046.0,108.78571428571429,103.5,12.0,199.0,2022-10-05,2023-09-26,25,3.28,4,4. VIP
3978,24,3110.0,129.58333333333334,142.5,32.0,196.0,2022-10-14,2023-09-28,23,3.347826086956522,4,4. VIP
4096,10,3293.0,329.3,103.0,17.0,2383.0,2022-10-17,2023-09-30,8,3.525,4,4. VIP
4012,11,3432.0,312.0,132.0,23.0,2379.0,2022-10-14,2023-09-18,11,3.2181818181818187,4,4. VIP
4019,14,3598.0,257.0,131.5,19.0,2102.0,2022-10-10,2023-09-30,10,3.46,4,4. VIP
3997,14,3889.0,277.7857142857143,66.0,10.0,3003.0,2022-10-15,2023-09-05,12,3.9583333333333335,4,4. VIP
4097,8,3926.0,490.75,152.5,11.0,3126.0,2022-10-10,2023-06-07,8,3.6125000000000003,4,4. VIP
3974,19,3974.0,209.1578947368421,115.0,10.0,2026.0,2022-10-20,2023-09-29,15,2.9533333333333336,4,4. VIP
4102,19,4085.0,215.0,105.0,17.0,2130.0,2022-10-31,2023-09-07,18,3.1,4,4. VIP
4055,15,4128.0,275.2,136.0,14.0,2571.0,2022-10-31,2023-09-17,12,2.983333333333334,4,4. VIP
4083,17,4275.0,251.47058823529412,115.0,18.0,2636.0,2022-10-04,2023-09-08,15,3.266666666666666,4,4. VIP
3980,20,4361.0,218.05,96.0,16.0,2418.0,2022-10-04,2023-08-30,16,3.50625,4,4. VIP
4080,14,4371.0,312.2142857142857,129.5,29.0,2914.0,2022-11-03,2023-09-22,12,3.4583333333333326,4,4. VIP
4110,21,4467.0,212.71428571428572,86.0,33.0,2653.0,2022-10-04,2023-10-01,20,3.47,4,4. VIP
4081,24,4517.0,188.20833333333334,118.0,20.0,2108.0,2022-10-03,2023-09-22,21,2.8380952380952387,4,4. VIP
4115,22,4807.0,218.5,148.5,11.0,2456.0,2022-10-08,2023-09-20,18,3.1722222222222225,4,4. VIP
3972,18,4938.0,274.3333333333333,99.5,19.0,3378.0,2022-10-26,2023-07-16,18,3.4,4,4. VIP
4001,21,4942.0,235.33333333333334,98.0,10.0,2952.0,2022-10-10,2023-09-17,18,2.8944444444444444,4,4. VIP
4070,21,4964.0,236.38095238095238,93.0,43.0,2902.0,2022-10-04,2023-09-05,18,2.7500000000000004,4,4. VIP
4017,22,5012.0,227.8181818181818,100.5,23.0,2895.0,2022-10-28,2023-09-28,20,3.2550000000000003,4,4. VIP
4060,17,5033.0,296.05882352941177,147.0,21.0,3139.0,2022-10-17,2023-09-26,17,3.058823529411765,4,4. VIP
3973,25,5092.0,203.68,120.0,21.0,2419.0,2022-10-03,2023-09-04,24,2.9083333333333328,4,4. VIP
3981,13,5096.0,392.0,114.0,33.0,3718.0,2022-10-11,2023-09-10,13,3.1923076923076916,4,4. VIP
4035,12,5151.0,429.25,48.5,14.0,4413.0,2022-11-15,2023-07-26,8,3.4625,4,4. VIP
4054,16,5315.0,332.1875,141.5,12.0,3393.0,2022-11-29,2023-09-07,12,3.0083333333333333,4,4. VIP
4122,28,5652.0,201.85714285714286,111.5,27.0,2881.0,2022-10-08,2023-09-29,24,3.245833333333333,4,4. VIP
4018,15,5805.0,387.0,91.0,30.0,4619.0,2022-10-18,2023-08-15,13,3.3384615384615395,4,4. VIP
4068,23,5827.0,253.34782608695653,89.0,12.0,3728.0,2022-10-14,2023-09-14,22,2.518181818181818,4,4. VIP
4099,16,6002.0,375.125,116.5,31.0,4232.0,2022-10-25,2023-09-16,16,2.9874999999999994,4,4. VIP
3986,20,6097.0,304.85,99.5,12.0,4298.0,2022-10-12,2023-09-25,18,2.833333333333334,4,4. VIP
3976,18,6161.0,342.27777777777777,135.0,31.0,4069.0,2022-12-11,2023-09-28,15,3.1533333333333333,4,4. VIP
4002,22,6320.0,287.27272727272725,124.0,11.0,3839.0,2022-10-12,2023-08-09,22,2.709090909090909,4,4. VIP
3984,14,6327.0,451.92857142857144,135.5,10.0,4859.0,2022-11-25,2023-08-25,14,3.607142857142857,4,4. VIP
4103,20,6375.0,318.75,97.0,31.0,4465.0,2022-10-13,2023-09-20,19,2.9526315789473685,4,4. VIP
4010,19,6513.0,342.7894736842105,153.0,23.0,4233.0,2022-10-21,2023-08-31,15,3.0066666666666673,4,4. VIP
4067,20,6528.0,326.4,107.5,18.0,4418.0,2022-11-12,2023-08-27,20,3.2299999999999995,4,4. VIP
4108,19,6864.0,361.2631578947368,125.0,22.0,2814.0,2022-10-02,2023-10-01,18,2.961111111111111,4,4. VIP
4075,25,7416.0,296.64,117.0,23.0,4661.0,2022-10-03,2023-09-25,23,2.9391304347826086,4,4. VIP
4044,18,8745.0,485.8333333333333,139.5,33.0,4771.0,2022-11-15,2023-08-24,18,3.3833333333333333,4,4. VIP
4040,18,9657.0,536.5,116.0,22.0,4872.0,2022-11-22,2023-09-27,17,2.7235294117647064,4,4. VIP
4109,13,9685.0,745.0,101.0,17.0,4932.0,2022-10-18,2023-09-30,9,2.7,4,4. VIP
